species,wing_length,secondary,mass
Crax rubra,381.2,345.6,4133
Mitu mitu,395.8,359,2850.5
Mitu salvini,366.5,336.6,3100
Mitu tomentosum,364.5,333.6,2187.6
Mitu tuberosum,385.4,346.4,2769.5
Nothocrax urumutum,280.5,239.7,1700
Oreophasis derbianus,370.5,337,2071.5
Ortalis araucuan,179.8,157.7,547.7
Ortalis canicollis,235.7,180.5,539
Ortalis cinereiceps,205.5,177.9,493
Ortalis columbiana,225.6,197.9,547.7
Ortalis erythroptera,219.2,192.4,632
Ortalis garrula,213.6,188.3,532
Ortalis guttata,192.3,165.6,547.7
Ortalis leucogastra,208.6,172.9,495.8
Ortalis motmot,206.8,175.2,520
Ortalis poliocephala,260,233,760
Ortalis ruficauda,219.8,198.1,586.2
Ortalis ruficeps,206.8,175.2,520
Ortalis squamata,205.8,185.5,547.7
Ortalis superciliaris,175.7,153.1,520
Ortalis vetula,198,172.2,562.6
Ortalis wagleri,241.5,198.5,834
Pauxi koepckeae,468,447,3743.2
Pauxi pauxi,379.6,350.6,3117.7
Pauxi unicornis,406,373.8,3743.2
Penelope albipennis,317.5,265.5,1750
Penelope argyrotis,264.2,230.8,806.7
Penelope barbata,241.9,212.2,665
Penelope bridgesi,309.4,286.3,1770
Penelope dabbenei,283.5,248.6,1230
Penelope jacquacu,296.4,268.4,1487.9
Penelope jacucaca,280.4,240.3,1400
Penelope marail,321.4,292.7,879.7
Penelope montagnii,241.5,219.7,706
Penelope obscura,309.4,286.3,1770
Penelope ochrogaster,320.4,283.5,1249.8
Penelope ortoni,267.5,234.7,872
Penelope perspicax,325,309,1197
Penelope pileata,322,290.6,1249.8
Penelope purpurascens,379.7,337.6,2060
Penelope superciliaris,248.6,217.8,895
Penelopina nigra,239.7,221.6,890
Pipile cujubi,347.8,292.8,1195.8
Pipile cumanensis,331.5,290.4,1239.2
Pipile jacutinga,340,274.6,1241
Pipile pipile,331,267.9,1816.6
Aepypodius arfakianus,266.8,222.2,1463.8
Aepypodius bruijnii,284,228.7,192
Alectura lathami,289.8,228,2333.1
Eulipoa wallacei,193,128.3,505
Leipoa ocellata,310.2,214.1,1913.9
Macrocephalon maleo,290.8,228.6,1563.3
Megapodius bernsteinii,185,136.9,768.6
Megapodius cumingii,213,157.7,1044
Megapodius decollatus,224.9,192.2,666.3
Megapodius eremita,212.8,150.9,676.7
Megapodius forsteni,210.2,159,642.5
Megapodius freycinet,210.2,159,642.5
Megapodius geelvinkianus,212.4,173,642.5
Megapodius laperouse,167,113.4,308
Megapodius layardi,236,176.4,768.6
Megapodius nicobariensis,226.8,181.2,836.7
Megapodius pritchardii,177,143.7,365
Megapodius reinwardt,230.8,181.9,875.8
Megapodius tenimberensis,253,198.5,875.8
Talegalla cuvieri,275,200.5,1785
Talegalla fuscirostris,257.2,193.4,1314.5
Talegalla jobiensis,286.2,215.3,1478.8
Acryllium vulturinum,300.1,238,1330
Agelastes meleagrides,220.2,171.3,815
Agelastes niger,210.4,172.3,700
Guttera plumifera,232.4,189.3,866
Guttera pucherani,272.3,224.2,1149
Numida meleagris,253.8,200.1,1299
Callipepla californica,108.2,79.5,165.7
Callipepla douglasii,112.8,84.1,177.1
Callipepla gambelii,112.8,80.8,166
Callipepla squamata,116,87.4,183.9
Colinus cristatus,100.7,74.3,134.5
Colinus nigrogularis,102,76,129.8
Colinus virginianus,109.8,79.4,171.9
Cyrtonyx montezumae,117.9,89.4,185.4
Cyrtonyx ocellatus,120.6,86.4,199.2
Dactylortyx thoracicus,125.6,89.6,201.8
Dendrortyx barbatus,150.5,124.9,432
Dendrortyx leucophrys,149.2,116.5,367.4
Dendrortyx macroura,165.2,144.5,431
Odontophorus atrifrons,136.4,122.9,304
Odontophorus balliviani,141.8,119.2,317.4
Odontophorus capueira,146.8,130.1,425.4
Odontophorus columbianus,137.5,119,340
Odontophorus dialeucos,126,111.7,260
Odontophorus erythrops,143,103,335
Odontophorus gujanensis,143.4,122.8,314.1
Odontophorus guttatus,145.8,109.4,303.8
Odontophorus hyperythrus,137.7,112.7,339.3
Odontophorus leucolaemus,126.4,101.4,295
Odontophorus melanonotus,129.7,111.3,322
Odontophorus melanotis,139.5,106,335
Odontophorus speciosus,133.4,111,317
Odontophorus stellatus,133.9,106.7,335.8
Odontophorus strophium,138,112.8,302
Oreortyx pictus,134,89.8,233
Philortyx fasciatus,98.6,76.6,130
Ptilopachus nahani,134,103.7,310
Ptilopachus petrosus,117.2,91.7,193
Rhynchortyx cinctus,110.2,69.7,150
Afropavo congensis,297.2,268.1,1273.7
Alectoris barbara,163,115.2,416.3
Alectoris chukar,153.8,110.3,502.1
Alectoris graeca,155.7,97.9,594.1
Alectoris magna,172.4,124.9,541.4
Alectoris melanocephala,185.5,139.6,614.8
Alectoris philbyi,161,115.8,441
Alectoris rufa,155.3,114.7,527.9
Ammoperdix griseogularis,126.2,82,201.9
Ammoperdix heyi,123,82.4,189.7
Arborophila ardens,130.3,96.1,266.6
Arborophila atrogularis,129.2,90.7,237.3
Arborophila brunneopectus,131.4,95.3,291.5
Arborophila cambodiana,142.3,109.6,285.9
Arborophila campbelli,129.5,97,336
Arborophila crudigularis,137.2,100,256.8
Arborophila davidi,130,95.7,241
Arborophila gingica,137.8,98.1,253
Arborophila hyperythra,141.2,114.1,270
Arborophila javanica,140.2,102.4,272
Arborophila mandellii,129.4,100,268
Arborophila orientalis,142.5,109.4,336
Arborophila rolli,140.4,108.7,336
Arborophila rubrirostris,131.2,95.7,225.4
Arborophila rufipectus,139,112.5,400.1
Arborophila rufogularis,135,100.2,344.5
Arborophila sumatrana,141,115.8,336
Arborophila torqueola,136.5,102,344.5
Argusianus argus,384.2,355.2,1959.9
Bambusicola fytchii,142.8,115,313.7
Bambusicola sonorivox,129.4,103.3,264.8
Bambusicola thoracicus,128.4,97.2,264.8
Bonasa umbellus,183.2,112.2,530.9
Caloperdix oculeus,141.6,104,209
Campocolinus albogularis,127.2,93.2,276
Campocolinus coqui,138.4,101.9,262
Campocolinus schlegelii,128.4,98.7,236.6
Canachites canadensis,179.5,115.3,473.7
Catreus wallichii,244.4,192.2,1436.9
Centrocercus minimus,285,175.1,1902.5
Centrocercus urophasianus,306,184.1,1902.5
Chrysolophus amherstiae,204,168.5,732.5
Chrysolophus pictus,177.2,140.2,555.2
Coturnix coromandelica,88.2,56.3,73.8
Coturnix coturnix,106.2,62.4,96.3
Coturnix delegorguei,90.6,56.3,76
Coturnix japonica,97,58.5,94.8
Coturnix pectoralis,100,54.7,101.9
Crossoptilon auritum,295.5,249,1768.3
Crossoptilon crossoptilon,312.4,258.1,2075.3
Crossoptilon harmani,282,239.2,2075.3
Crossoptilon mantchuricum,290.8,237.1,1860.9
Dendragapus fuliginosus,223.2,134.4,1047.3
Dendragapus obscurus,226.5,137.2,1047.3
Falcipennis falcipennis,179,125,685.6
Francolinus francolinus,171.2,134.9,452.1
Francolinus pictus,138.8,102.7,286.8
Francolinus pintadeanus,149.4,112.6,310
Galloperdix bicalcarata,150,120.7,290.9
Galloperdix lunulata,145.5,118.8,254.4
Galloperdix spadicea,144.8,116.2,359.1
Gallus gallus,218.2,167.6,751.7
Gallus lafayettii,204.8,158.5,825
Gallus sonneratii,218,168.3,840.8
Gallus varius,202.2,156.2,839.3
Haematortyx sanguiniceps,155.4,121.2,300
Ithaginis cruentus,195.7,145,530.7
Lagopus lagopus,195.6,118.3,566.9
Lagopus leucura,173,105.8,355
Lagopus muta,188.6,100.2,535.3
Lerwa lerwa,186.6,116.9,567.3
Lophophorus impejanus,286.2,224.7,2066.5
Lophophorus lhuysii,336.6,245.7,3008
Lophophorus sclateri,295.2,215.6,2500
Lophura bulweri,247.2,211.2,1245.2
Lophura diardi,230,169,1088.9
Lophura edwardsi,210.4,169.2,1091
Lophura erythrophthalma,220.8,172.1,934.3
Lophura ignita,280.4,227.4,1768.1
Lophura inornata,209.3,164.2,685
Lophura leucomelanos,212.2,171.9,868
Lophura nycthemera,254.8,205.3,1230
Lophura swinhoii,237.8,176.1,1100
Lyrurus mlokosiewiczi,197.8,142.8,814
Lyrurus tetrix,240.5,151,1068.7
Margaroperdix madagarensis,121.2,87.8,245
Melanoperdix niger,133.8,96.4,280
Meleagris gallopavo,448.8,332.5,5791.4
Meleagris ocellata,362.5,265.6,5525
Ophrysia superciliosa,88,75,189.7
Ortygornis gularis,162,128.9,510
Ortygornis pondicerianus,136.5,101.2,249.9
Ortygornis sephaena,148,113.3,340.5
Pavo cristatus,445.2,311.1,4154.8
Pavo muticus,465.8,358.6,2205.7
Peliperdix lathami,135.2,99.2,269
Perdicula argoondah,75.8,59.6,60.5
Perdicula asiatica,81.2,66.3,68.4
Perdicula erythrorhyncha,83.2,68.1,67.6
Perdicula manipurensis,81,71.3,70.7
Perdix dauurica,144,93.6,263.4
Perdix hodgsoniae,154,108.3,363.7
Perdix perdix,151.2,99.9,405.3
Phasianus colchicus,231.6,170.9,1120.3
Polyplectron bicalcaratum,201,161.2,467.8
Polyplectron chalcurum,161,135.3,508
Polyplectron germaini,190.6,147.4,450
Polyplectron inopinatum,186,155.4,497.5
Polyplectron katsumatae,162.2,133.8,467.8
Polyplectron malacense,192.6,152.9,608
Polyplectron napoleonis,178.8,142.3,374.7
Polyplectron schleiermacheri,187,155.6,608
Pternistis adspersus,169.2,134.2,428
Pternistis afer,170.2,136.9,454.8
Pternistis ahantensis,173.2,142.7,544.1
Pternistis atrifrons,173.8,163.2,791.5
Pternistis bicalcaratus,170.5,129.1,439.5
Pternistis camerunensis,164.2,146,549.4
Pternistis capensis,205.8,161.3,629.8
Pternistis castaneicollis,195.5,163.2,791.5
Pternistis clappertoni,176.4,126.9,469.6
Pternistis erckelii,210,181.3,1197.8
Pternistis griseostriatus,151.5,126.6,288.5
Pternistis hartlaubi,144.6,115.8,241.5
Pternistis harwoodi,175,156,493
Pternistis hildebrandti,177.3,147.3,532
Pternistis icterorhynchus,167.8,131.1,571
Pternistis jacksoni,212.4,172.1,1097
Pternistis leucoscepus,199,153.4,640.6
Pternistis natalensis,170.6,139.1,508.1
Pternistis nobilis,185.5,131.2,878
Pternistis ochropectus,197.3,182,699.6
Pternistis rufopictus,201.8,163.3,706.1
Pternistis squamatus,176.8,148.6,449.5
Pternistis swainsonii,186.5,146.4,597.1
Pternistis swierstrai,179,144,460.3
Pucrasia macrolopha,222,155.4,1050.5
Rheinardia nigrescens,335.6,288.7,1500
Rheinardia ocellata,335.6,288.7,1500
Rhizothera dulitensis,179.2,140.6,746.7
Rhizothera longirostris,184.6,139.5,746.7
Rollulus rouloul,136,105.1,216.5
Scleroptila afra,158.2,108.5,389.7
Scleroptila finschi,162.5,117.5,569.2
Scleroptila gutturalis,161.2,102.9,376.7
Scleroptila levaillantii,162.4,117.9,430.9
Scleroptila psilolaema,167.3,128.5,478.3
Scleroptila shelleyi,164.9,117.7,488
Scleroptila streptophora,146.5,106.6,385
Synoicus adansonii,74.5,54,40.4
Synoicus chinensis,69.7,57,40.4
Synoicus monorthonyx,147,117,401
Synoicus ypsilophorus,98,66.3,107.7
Syrmaticus ellioti,224,156.7,1007.5
Syrmaticus humiae,212.4,146.6,873.4
Syrmaticus mikado,218.8,163.3,1148.7
Syrmaticus reevesii,248.2,195.4,1204.6
Syrmaticus soemmerringii,215.4,149.8,1081.7
Tetrao urogalloides,341.2,205.8,2752.3
Tetrao urogallus,347.3,236.1,2716.6
Tetraogallus altaicus,284.6,167.9,2760.4
Tetraogallus caspius,283.6,167.7,2508.2
Tetraogallus caucasicus,257.2,153.1,1830.8
Tetraogallus himalayensis,279.8,169.2,2428
Tetraogallus tibetanus,262.8,149.4,1488.9
Tetraophasis obscurus,206.2,127.9,855.4
Tetraophasis szechenyii,220.5,169.2,1053
Tetrastes bonasia,169.4,113.7,429
Tetrastes sewerzowi,167.5,110.2,267.3
Tragopan blythii,250.4,207,1930
Tragopan caboti,214.5,180.4,1122.5
Tragopan melanocephalus,264.8,205.6,1613.2
Tragopan satyra,249.8,191,1417
Tragopan temminckii,236.8,192.3,1163.4
Tropicoperdix charltonii,159.5,116,269.3
Tropicoperdix chloropus,145.7,101.2,250
Tympanuchus cupido,204.8,116.1,870.1
Tympanuchus pallidicinctus,205,125,745.8
Tympanuchus phasianellus,200.6,120.6,882.4
Xenoperdix udzungwensis,143.8,106.8,224.9
Gavia adamsii,371.4,182.8,4944.3
Gavia arctica,285.8,140.4,2251.1
Gavia immer,365.2,183.2,4956.8
Gavia pacifica,291.2,151.5,2251.1
Gavia stellata,275.4,143.8,1486
Aramus guarauna,241.2,196.6,1080
Anthropoides paradiseus,556.2,342.5,4540.6
Anthropoides virgo,484.8,256.8,2417
Antigone antigone,597.5,373,5916.2
Antigone canadensis,477.8,270,4296.2
Antigone rubicunda,572.5,339.5,6222.8
Antigone vipio,538.2,309.5,4663
Balearica pavonina,543.4,353.2,3590
Balearica regulorum,569,352.2,3772
Bugeranus carunculatus,624.2,376,8159
Grus americana,605.8,347,5826
Grus grus,540.6,300.2,5500
Grus japonensis,616,362.3,8786
Grus monacha,494.8,279.2,3729.9
Grus nigricollis,579.2,344,6000
Leucogeranus leucogeranus,579.2,323.2,5913.4
Heliopais personatus,239.5,143.8,510
Heliornis fulica,141.5,90.4,132
Podica senegalensis,186.2,134.8,599
Psophia crepitans,278.3,255.8,1026
Psophia leucoptera,270.5,246.1,1315.6
Psophia viridis,285.5,272.1,1071
Amaurolimnas concolor,123.8,90.2,133
Amaurornis isabellina,167.2,130.5,180
Amaurornis magnirostris,160,127,250
Amaurornis marginalis,104.2,73,51.2
Amaurornis moluccana,131.8,99.8,186.8
Amaurornis olivacea,150.2,114.9,292
Amaurornis phoenicurus,147,111.5,180
Anurolimnas castaneiceps,110.6,99.2,126
Anurolimnas fasciatus,91.8,79.7,69
Anurolimnas viridis,88.1,75.2,64.3
Aramides albiventris,178.7,157.9,514
Aramides axillaris,166.2,126,292
Aramides cajaneus,178.7,157.9,397
Aramides calopterus,154.2,137.7,320.5
Aramides mangle,160.2,116,183
Aramides saracura,182,161.9,540
Aramides wolfi,164.8,145.3,454
Aramides ypecaha,223,190.2,700.1
Aramidopsis plateni,138,132.1,116
Atlantisia rogersi,54.2,54.1,39.3
Canirallus oculeus,167,141.9,277
Coturnicops exquisitus,74.5,57.4,60.9
Coturnicops notatus,73.6,57.5,30
Coturnicops noveboracensis,86,63.6,60.9
Crex crex,137,89.6,154.9
Crex egregia,121.2,96.4,119
Cyanolimnas cerverai,102.6,92.3,175
Dryolimnas cuvieri,137.3,109.3,182.4
Fulica alai,174.5,103.7,459
Fulica americana,183.1,115.7,636.7
Fulica ardesiaca,218,144.6,988
Fulica armillata,202.4,128.1,1040
Fulica atra,198.2,120,717.1
Fulica cornuta,291,195.5,2110.4
Fulica cristata,212,131.9,826
Fulica gigantea,268.2,188.1,2442.7
Fulica leucoptera,182.2,114.4,656
Fulica rufifrons,168.8,108.2,644
Gallicrex cinerea,185.9,125.7,390.4
Gallinula chloropus,165.5,110.5,339.6
Gallinula comeri,142.2,95.4,513
Gallinula galeata,176.1,120.5,339.6
Gallinula silvestris,142.7,132,450
Gallinula tenebrosa,197.2,134.8,530.1
Gallirallus australis,167.2,155.8,875.7
Gallirallus calayanensis,150,135.1,244
Gallirallus castaneoventris,215,163.7,684.5
Gallirallus insignis,138,130.3,353.1
Gallirallus okinawae,142.8,108.7,433
Gallirallus owstoni,112,95,226
Gallirallus philippensis,141.5,100.3,205.9
Gallirallus rovianae,145.3,125.9,353.1
Gallirallus sylvestris,138.6,113.8,494.4
Gallirallus torquatus,142.8,108.7,280
Gallirallus wallacii,163,157.9,1000
Gallirallus woodfordi,156.7,134.2,553.2
Gymnocrex plumbeiventris,192.2,146.8,288
Gymnocrex rosenbergii,186,142.4,288
Gymnocrex talaudensis,152,146.8,288
Hapalocrex flaviventer,66.2,48.8,24.9
Himantornis haematopus,208,178,585.7
Laterallus albigularis,73.9,60.2,47.3
Laterallus exilis,73.4,58.7,33.5
Laterallus jamaicensis,67.2,52.9,32.6
Laterallus leucopyrrhus,78.6,68.4,45.5
Laterallus levraudi,78.5,65.8,43.5
Laterallus melanophaius,83.2,69.7,52.1
Laterallus ruber,81.5,70.2,44.4
Laterallus spilonota,65.8,48.5,40.2
Laterallus xenopterus,69.5,68.2,56.9
Lewinia mirifica,96.9,70.2,68
Lewinia muelleri,93.8,75.5,93
Lewinia pectoralis,93.8,75.5,78.1
Lewinia striata,114.8,88.6,116
Megacrex inepta,174,161.2,1200
Mentocrex beankaensis,142,97,246
Mentocrex kioloides,121.8,97,246
Micropygia schomburgkii,74.5,57.2,31.2
Mustelirallus albicollis,115.5,108.8,100
Mustelirallus colombianus,97,74,58.3
Mustelirallus erythrops,96.7,78,58.3
Paragallinula angulata,133,85,130
Pardirallus maculatus,121.8,91.9,171
Pardirallus nigricans,128.8,103.2,217
Pardirallus sanguinolentus,126.2,94.8,232
Poliolimnas cinereus,94,71,52.1
Porphyrio alleni,152.6,96.2,138.7
Porphyrio flavirostris,132.2,82.5,92.6
Porphyrio hochstetteri,232.5,202,2462.2
Porphyrio indicus,230.2,160.3,773.9
Porphyrio madagascariensis,225,156.2,636
Porphyrio martinica,174.4,127.6,235.1
Porphyrio melanotus,234.9,158.3,773.9
Porphyrio poliocephalus,234.9,158.3,773.9
Porphyrio porphyrio,234.9,158.3,773.9
Porphyrio pulverulentus,234.9,158.3,773.9
Porphyriops melanops,125,82.5,191
Porzana carolina,102.5,69.5,74.8
Porzana fluminea,96.8,63,60.8
Porzana porzana,112.9,73.9,87.1
Porzana spiloptera,76.2,59,52.1
Rallina canningi,148.8,137.3,178
Rallina eurizonoides,125.8,95.4,109
Rallina fasciata,122.2,88.1,100
Rallina forbesi,106.7,99.1,85.1
Rallina leucospila,106.8,105.4,120
Rallina mayri,109.4,102.5,122.9
Rallina rubra,92.5,87,81
Rallina tricolor,134.5,112.2,178
Rallus antarcticus,91.4,64,60.4
Rallus aquaticus,114.1,79.3,110.7
Rallus caerulescens,119,94.4,162.1
Rallus crepitans,148,115,306
Rallus elegans,158.4,118.2,313.3
Rallus indicus,124,87.3,104.5
Rallus limicola,101,74.2,84.1
Rallus longirostris,133.2,107.6,259.4
Rallus madagascariensis,105.8,84.5,114
Rallus obsoletus,147.8,112.9,342
Rallus semiplumbeus,105,81,84.1
Rallus tenuirostris,153,116.5,306
Rallus wetmorei,125,103,259.4
Rougetius rougetii,128.4,107.7,193.4
Tribonyx mortierii,185.5,165.8,1291.8
Tribonyx ventralis,205.4,125,386.3
Zapornia akool,119.2,100.6,131.4
Zapornia atra,80,60.3,77.4
Zapornia bicolor,110,85.2,57.3
Zapornia flavirostra,98.8,82,86.2
Zapornia fusca,94.5,73.5,57.3
Zapornia olivieri,102,80.2,86.2
Zapornia parva,100.9,55.8,49.7
Zapornia paykullii,126.4,89.7,111
Zapornia pusilla,84.4,54.5,35.4
Zapornia tabuensis,80.4,57.5,42.2
Sarothrura affinis,67.2,57.9,27.8
Sarothrura ayresi,73,54,31.8
Sarothrura boehmi,83,67.2,35
Sarothrura elegans,85,70.7,46
Sarothrura insularis,70.2,59.9,26.8
Sarothrura lugens,71.5,60.5,30.8
Sarothrura pulchra,80.6,72.8,45.2
Sarothrura rufa,77,66.4,37.7
Sarothrura watersi,69.5,53.7,26.5
Leptosomus discolor,248.4,179.5,255
Mesitornis unicolor,114.5,105.9,148
Mesitornis variegatus,109,97.9,110
Monias benschi,124,106.5,137.9
Corythaeola cristata,321.4,286.9,965
Corythaixoides concolor,215.4,177.2,258
Corythaixoides leucogaster,220.3,185.4,216.2
Corythaixoides personatus,207.6,175.1,250
Crinifer piscator,224,180.2,370
Crinifer zonurus,247.6,200.9,527
Musophaga rossae,224.7,191.3,361.4
Musophaga violacea,210.2,174.2,360
Ruwenzorornis johnstoni,167,148.2,240
Tauraco bannermani,160.8,147.5,224
Tauraco corythaix,181.6,166.7,308
Tauraco erythrolophus,170,152.9,261.2
Tauraco fischeri,169.2,155.2,250
Tauraco hartlaubi,169.4,156.2,224
Tauraco leucolophus,173,152.4,219
Tauraco leucotis,175.8,164,265
Tauraco livingstonii,183,167.2,249
Tauraco macrorhynchus,170.2,153.4,243.7
Tauraco persa,177.8,158.7,306
Tauraco porphyreolophus,180.8,161.3,259
Tauraco ruspolii,182,164.6,263
Tauraco schalowi,181,161.2,206.4
Tauraco schuettii,166.4,152.8,235
Opisthocomus hoazin,322,275.3,696
Ardeotis arabs,539.5,293.5,5943.5
Ardeotis australis,592.5,332,4182.4
Ardeotis kori,709.8,411,7994.2
Ardeotis nigriceps,618.5,351.4,7235.3
Chlamydotis macqueenii,383.4,214.4,1501.3
Chlamydotis undulata,364.3,213.3,1501.3
Eupodotis afra,290.8,178.3,690
Eupodotis afraoides,282.8,177.5,745
Eupodotis caerulescens,322.8,205.8,1366
Eupodotis gindiana,253,158.1,782.3
Eupodotis humilis,232.4,143.5,698
Eupodotis rueppelii,315.6,187.5,1107
Eupodotis ruficrista,261.2,161.2,712.1
Eupodotis savilei,244.5,162.1,712.1
Eupodotis senegalensis,270.6,160.8,585
Eupodotis vigorsii,342,218.6,1700
Houbaropsis bengalensis,346.8,218.1,2012.5
Lissotis hartlaubii,328.4,198.1,1190
Lissotis melanogaster,332,203.9,1151.5
Neotis denhami,558.8,313,3970.2
Neotis heuglinii,458.5,270,4098.8
Neotis ludwigii,508.5,330,3260.9
Neotis nuba,422,234.7,5440
Otis tarda,550.8,307.8,6759.9
Sypheotides indicus,200,129.9,614.3
Tetrax tetrax,239.3,142.1,833.5
Acanthisitta chloris,46,38.1,6.9
Xenicus gilviventris,49,40,17.6
Acanthiza apicalis,51,43.2,7.6
Acanthiza chrysorrhoa,58.3,49.1,9.3
Acanthiza cinerea,52,42.2,7.6
Acanthiza ewingii,52.2,42.5,6.9
Acanthiza inornata,47.8,41,7
Acanthiza iredalei,48.4,39.8,6
Acanthiza katherina,52.1,42.7,7.2
Acanthiza lineata,51.5,40,6.9
Acanthiza murina,57.1,44,8.4
Acanthiza nana,49.1,40.8,6.2
Acanthiza pusilla,51.8,44.1,7.6
Acanthiza reguloides,52,44.7,7.7
Acanthiza robustirostris,50.8,42.8,6.1
Acanthiza uropygialis,51.8,44.6,6.4
Acanthornis magna,56,46.1,10.2
Aphelocephala leucopsis,60.2,47.8,12.3
Aphelocephala nigricincta,56.9,46.3,10.4
Aphelocephala pectoralis,54.4,44.9,9
Calamanthus campestris,55.1,50.5,13.9
Calamanthus fuliginosus,56.1,48,20.8
Calamanthus montanellus,55.5,48.6,14
Crateroscelis murina,59.3,49,15
Crateroscelis nigrorufa,60.6,52.7,15.9
Crateroscelis robusta,62.9,54.3,18.6
Gerygone albofrontata,63.5,51.3,10.3
Gerygone chloronota,51.5,43.2,6.6
Gerygone chrysogaster,53,45,8
Gerygone dorsalis,54.6,46.1,7.2
Gerygone flavolateralis,49.6,42.2,6.3
Gerygone fusca,56.8,45.1,5.4
Gerygone hypoxantha,51,43.7,7.2
Gerygone igata,54.3,44.7,6.4
Gerygone inornata,52.6,43.6,7.2
Gerygone levigaster,53.8,43.5,6.2
Gerygone magnirostris,54.6,46.5,6.8
Gerygone modesta,55.1,44,7.5
Gerygone mouki,49.9,40.4,5.2
Gerygone olivacea,56.5,46.2,6.7
Gerygone palpebrosa,52.3,43.3,7.4
Gerygone ruficollis,55,44.1,7
Gerygone sulphurea,54.4,41.2,5.6
Gerygone tenebrosa,55.7,47.9,7.7
Hylacola cauta,54.8,48,15.2
Hylacola pyrrhopygia,55.1,50,16.8
Oreoscopus gutturalis,64.8,55.2,20
Origma solitaria,65.9,56.8,14.3
Pachycare flavogriseum,62.8,52.6,16.2
Pycnoptilus floccosus,69,59.2,28.9
Pyrrholaemus brunneus,56,49.2,12.5
Pyrrholaemus sagittatus,60.8,50.5,13.3
Sericornis arfakianus,53.8,45.8,8.7
Sericornis beccarii,56.2,49.9,11.9
Sericornis citreogularis,66.8,52.2,17.6
Sericornis frontalis,55.6,48.6,13.2
Sericornis humilis,61.7,52.2,18.3
Sericornis keri,57.2,49,11.4
Sericornis magnirostra,55.7,46.3,9.8
Sericornis nouhuysi,64,55.5,17.1
Sericornis papuensis,57.4,49.5,11.2
